epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,136.272,1.3359,2.13289,1.53785,0.17122,0.4,0.25928,0.11749,1.70832,2.75568,1.80691,0.000586767,0.000586767,0.000586767
24,141.155,1.21894,1.73725,1.38586,0.17122,0.4,0.25928,0.11749,1.70832,2.75568,1.80691,0.000605089,0.000605089,0.000605089
25,146.838,1.44164,1.973,1.54581,0.41024,0.30303,0.28287,0.10797,1.71321,2.71335,1.91002,0.000622751,0.000622751,0.000622751
26,152.244,1.37386,1.84311,1.60501,0.41024,0.30303,0.28287,0.10797,1.71321,2.71335,1.91002,0.000639753,0.000639753,0.000639753
27,158.41,1.20419,1.79561,1.40884,0.41024,0.30303,0.28287,0.10797,1.71321,2.71335,1.91002,0.000656095,0.000656095,0.000656095
28,164.554,1.25914,1.71277,1.46472,0.22087,0.2,0.19741,0.10358,1.48665,2.64512,1.73743,0.000671776,0.000671776,0.000671776
29,170.124,1.24012,1.66264,1.37119,0.22087,0.2,0.19741,0.10358,1.48665,2.64512,1.73743,0.000686797,0.000686797,0.000686797
30,175.899,1.40321,1.82716,1.5173,0.15103,0.2,0.28842,0.13055,1.51416,2.66278,1.67902,0.000701159,0.000701159,0.000701159
31,181.438,1.24893,1.56749,1.43255,0.15103,0.2,0.28842,0.13055,1.51416,2.66278,1.67902,0.00071486,0.00071486,0.00071486
32,187.239,1.24726,1.77753,1.43639,0.15103,0.2,0.28842,0.13055,1.51416,2.66278,1.67902,0.000727901,0.000727901,0.000727901
33,192.983,1.14144,1.58577,1.36706,0.2647,0.33516,0.29881,0.1014,2.04346,2.57837,2.26764,0.000740281,0.000740281,0.000740281
34,198.716,1.187,1.56224,1.37015,0.2647,0.33516,0.29881,0.1014,2.04346,2.57837,2.26764,0.000752002,0.000752002,0.000752002
35,204.965,1.30264,1.59442,1.44283,0.2647,0.33516,0.29881,0.1014,2.04346,2.57837,2.26764,0.000763063,0.000763063,0.000763063
36,210.843,1.22956,1.67856,1.38155,0.38374,0.27398,0.27963,0.10429,2.33866,2.69367,2.7681,0.000773463,0.000773463,0.000773463
37,215.662,1.21979,1.53047,1.36729,0.38374,0.27398,0.27963,0.10429,2.33866,2.69367,2.7681,0.000783203,0.000783203,0.000783203
38,220.521,1.15694,1.53894,1.39793,0.38374,0.27398,0.27963,0.10429,2.33866,2.69367,2.7681,0.000792283,0.000792283,0.000792283
39,226.257,1.36875,1.66644,1.48681,0.34716,0.4,0.36242,0.12506,2.04444,2.50867,2.51122,0.000800703,0.000800703,0.000800703
40,231.996,1.18731,1.42004,1.38902,0.34716,0.4,0.36242,0.12506,2.04444,2.50867,2.51122,0.000808463,0.000808463,0.000808463
41,237.744,1.1037,1.4948,1.28818,0.34716,0.4,0.36242,0.12506,2.04444,2.50867,2.51122,0.000815563,0.000815563,0.000815563
42,243.992,1.17503,1.49851,1.31932,0.89744,0.3,0.37496,0.14585,1.84102,2.63677,2.30078,0.000822003,0.000822003,0.000822003
43,249.906,1.11285,1.41066,1.24407,0.89744,0.3,0.37496,0.14585,1.84102,2.63677,2.30078,0.000827782,0.000827782,0.000827782
44,255.614,1.13035,1.42158,1.34766,0.89744,0.3,0.37496,0.14585,1.84102,2.63677,2.30078,0.000832902,0.000832902,0.000832902
45,261.193,0.99926,1.39194,1.28701,0.89744,0.3,0.37496,0.14585,1.84102,2.63677,2.30078,0.000837361,0.000837361,0.000837361
46,266.879,1.13183,1.35919,1.2549,0.62067,0.28626,0.34457,0.13669,1.90549,2.57524,2.36547,0.00084116,0.00084116,0.00084116
47,272.478,1.17403,1.44971,1.3057,0.62067,0.28626,0.34457,0.13669,1.90549,2.57524,2.36547,0.000844299,0.000844299,0.000844299
48,278.065,1.09229,1.4998,1.32753,0.62067,0.28626,0.34457,0.13669,1.90549,2.57524,2.36547,0.000846778,0.000846778,0.000846778
49,283.518,1.18067,1.37945,1.24026,0.62067,0.28626,0.34457,0.13669,1.90549,2.57524,2.36547,0.000848596,0.000848596,0.000848596
50,289.131,1.15266,1.41782,1.30593,0.60927,0.5,0.4976,0.15035,1.86159,2.79631,2.27979,0.000849755,0.000849755,0.000849755
51,294.035,1.06555,1.35179,1.20612,0.60927,0.5,0.4976,0.15035,1.86159,2.79631,2.27979,0.000841835,0.000841835,0.000841835
52,299.165,1.11683,1.36174,1.25164,0.60927,0.5,0.4976,0.15035,1.86159,2.79631,2.27979,0.000825332,0.000825332,0.000825332
53,304.371,1.04416,1.54177,1.30785,0.60927,0.5,0.4976,0.15035,1.86159,2.79631,2.27979,0.000808828,0.000808828,0.000808828
54,310.325,1.08148,1.40379,1.2885,0.62064,0.4661,0.51402,0.22427,1.86368,2.65526,2.37091,0.000792325,0.000792325,0.000792325
55,316.661,1.10287,1.31001,1.23175,0.62064,0.4661,0.51402,0.22427,1.86368,2.65526,2.37091,0.000775822,0.000775822,0.000775822
56,322.215,1.05374,1.25017,1.14334,0.62064,0.4661,0.51402,0.22427,1.86368,2.65526,2.37091,0.000759318,0.000759318,0.000759318
57,327.671,1.12084,1.38662,1.31961,0.62064,0.4661,0.51402,0.22427,1.86368,2.65526,2.37091,0.000742815,0.000742815,0.000742815
58,333.057,1.08508,1.19312,1.20186,1,0.48836,0.56391,0.23618,2.05228,2.39537,2.51417,0.000726312,0.000726312,0.000726312
59,338.706,0.999,1.36589,1.21925,1,0.48836,0.56391,0.23618,2.05228,2.39537,2.51417,0.000709809,0.000709809,0.000709809
60,344.61,1.11115,1.42618,1.27358,1,0.48836,0.56391,0.23618,2.05228,2.39537,2.51417,0.000693305,0.000693305,0.000693305
61,350.793,1.10086,1.23013,1.26152,1,0.48836,0.56391,0.23618,2.05228,2.39537,2.51417,0.000676802,0.000676802,0.000676802
62,356.793,1.01119,1.21018,1.28721,0.86204,0.6,0.63724,0.23592,2.17503,2.32501,2.51337,0.000660299,0.000660299,0.000660299
63,362.984,1.1272,1.33122,1.3631,0.86204,0.6,0.63724,0.23592,2.17503,2.32501,2.51337,0.000643795,0.000643795,0.000643795
64,368.808,0.94357,1.09911,1.09754,0.86204,0.6,0.63724,0.23592,2.17503,2.32501,2.51337,0.000627292,0.000627292,0.000627292
65,374.711,0.99726,1.12384,1.20624,0.86204,0.6,0.63724,0.23592,2.17503,2.32501,2.51337,0.000610789,0.000610789,0.000610789
66,380.745,0.98848,1.14186,1.17653,0.65935,0.5,0.59953,0.24104,2.14954,2.44505,2.50131,0.000594286,0.000594286,0.000594286
67,387.304,0.85072,1.06551,1.08296,0.65935,0.5,0.59953,0.24104,2.14954,2.44505,2.50131,0.000577782,0.000577782,0.000577782
68,392.993,0.91459,1.31614,1.22754,0.65935,0.5,0.59953,0.24104,2.14954,2.44505,2.50131,0.000561279,0.000561279,0.000561279
69,398.926,0.96725,1.13577,1.14325,0.65935,0.5,0.59953,0.24104,2.14954,2.44505,2.50131,0.000544776,0.000544776,0.000544776
70,405.014,0.86429,1.13417,1.06981,0.84039,0.47999,0.54407,0.23646,2.14902,2.40736,2.33781,0.000528272,0.000528272,0.000528272
71,411.183,0.93563,1.072,1.1116,0.84039,0.47999,0.54407,0.23646,2.14902,2.40736,2.33781,0.000511769,0.000511769,0.000511769
72,416.509,0.87882,1.04102,1.15065,0.84039,0.47999,0.54407,0.23646,2.14902,2.40736,2.33781,0.000495266,0.000495266,0.000495266
73,422.634,1.07791,1.21964,1.27404,0.84039,0.47999,0.54407,0.23646,2.14902,2.40736,2.33781,0.000478762,0.000478762,0.000478762
74,428.355,1.05905,1.0796,1.20646,1,0.49279,0.58372,0.29032,2.00231,2.24206,2.20528,0.000462259,0.000462259,0.000462259
75,434.197,1.00079,1.04611,1.08674,1,0.49279,0.58372,0.29032,2.00231,2.24206,2.20528,0.000445756,0.000445756,0.000445756
76,439.503,0.86742,1.05802,1.11422,1,0.49279,0.58372,0.29032,2.00231,2.24206,2.20528,0.000429253,0.000429253,0.000429253
77,445.119,0.7883,1.043,1.08108,1,0.49279,0.58372,0.29032,2.00231,2.24206,2.20528,0.000412749,0.000412749,0.000412749
78,451.027,0.89868,1.0803,1.10828,0.78675,0.5,0.54565,0.26503,2.02535,2.33627,2.2423,0.000396246,0.000396246,0.000396246
79,457.075,0.94106,1.22572,1.16849,0.78675,0.5,0.54565,0.26503,2.02535,2.33627,2.2423,0.000379743,0.000379743,0.000379743
80,462.935,0.91693,1.04729,1.12772,0.78675,0.5,0.54565,0.26503,2.02535,2.33627,2.2423,0.000363239,0.000363239,0.000363239
81,468.624,0.80502,1.00857,1.08431,0.78675,0.5,0.54565,0.26503,2.02535,2.33627,2.2423,0.000346736,0.000346736,0.000346736
82,473.567,0.86413,1.03096,1.12032,0.6775,0.6,0.56788,0.28765,1.90353,2.38826,2.18644,0.000330233,0.000330233,0.000330233
83,479.162,0.78664,0.99902,1.09802,0.6775,0.6,0.56788,0.28765,1.90353,2.38826,2.18644,0.000313729,0.000313729,0.000313729
84,484.937,0.81479,1.19843,1.11299,0.6775,0.6,0.56788,0.28765,1.90353,2.38826,2.18644,0.000297226,0.000297226,0.000297226
85,491.374,0.79162,1.02305,1.06726,0.6775,0.6,0.56788,0.28765,1.90353,2.38826,2.18644,0.000280723,0.000280723,0.000280723
86,497.067,0.89735,0.98176,1.09444,0.64012,0.49352,0.53396,0.29039,1.86989,2.38545,2.13092,0.00026422,0.00026422,0.00026422
87,502.734,0.78812,1.02431,1.17237,0.64012,0.49352,0.53396,0.29039,1.86989,2.38545,2.13092,0.000247716,0.000247716,0.000247716
88,507.45,0.89212,1.06797,1.11401,0.64012,0.49352,0.53396,0.29039,1.86989,2.38545,2.13092,0.000231213,0.000231213,0.000231213
89,512.924,0.75159,0.9094,1.029,0.64012,0.49352,0.53396,0.29039,1.86989,2.38545,2.13092,0.00021471,0.00021471,0.00021471
90,518.821,0.88256,1.06896,1.21314,0.56138,0.47435,0.51768,0.26092,2.02733,2.43183,2.31684,0.000198206,0.000198206,0.000198206
91,525.168,0.88066,1.58296,1.11882,0.56138,0.47435,0.51768,0.26092,2.02733,2.43183,2.31684,0.000181703,0.000181703,0.000181703
92,530.914,0.77486,1.42216,1.17577,0.56138,0.47435,0.51768,0.26092,2.02733,2.43183,2.31684,0.0001652,0.0001652,0.0001652
93,536.426,0.90202,1.57774,1.22378,0.56138,0.47435,0.51768,0.26092,2.02733,2.43183,2.31684,0.000148696,0.000148696,0.000148696
94,541.783,0.90554,1.70937,1.31282,0.85718,0.39137,0.50246,0.2523,2.04686,2.36602,2.25524,0.000132193,0.000132193,0.000132193
95,547.446,0.82859,1.38225,1.12818,0.85718,0.39137,0.50246,0.2523,2.04686,2.36602,2.25524,0.00011569,0.00011569,0.00011569
96,552.465,0.73896,1.45157,1.14199,0.85718,0.39137,0.50246,0.2523,2.04686,2.36602,2.25524,9.91865e-05,9.91865e-05,9.91865e-05
97,558.17,0.84797,1.49989,1.102,0.85718,0.39137,0.50246,0.2523,2.04686,2.36602,2.25524,8.26832e-05,8.26832e-05,8.26832e-05
98,563.435,0.80326,1.40768,1.08339,0.75873,0.4,0.49868,0.24481,1.89961,2.31092,2.10451,6.61799e-05,6.61799e-05,6.61799e-05
99,568.336,0.7323,1.30079,1.03257,0.75873,0.4,0.49868,0.24481,1.89961,2.31092,2.10451,4.96766e-05,4.96766e-05,4.96766e-05
100,573.881,0.85925,1.35225,1.14102,0.75873,0.4,0.49868,0.24481,1.89961,2.31092,2.10451,3.31733e-05,3.31733e-05,3.31733e-05
